{b2191b3f-2453-4d7c-a027-8babfb1c93e1} event:/ambience/dungeon/cove
{643d0ae2-ca8f-4d15-a712-34c22c05ee41} event:/char/enemy/swine_prince_obliterate_blind
{f646cea2-cdfe-415d-a911-8355caed55cf} event:/char/enemy/swine_prince_obliterate_blind_miss
{312dcd36-b70e-4354-b17b-ae36d0ca0b06} event:/char/enemy/swine_prince_obliterate_enraged
{63986504-9b70-4c6f-9ffc-1bd7a38d9d9f} event:/char/enemy/swine_prince_obliterate_enraged_miss
{dfd9c883-8224-4bd7-8352-9e46e4800f1c} event:/char/enemy/swine_prince_obliterate_marked_one
{b9c4afab-be75-4926-86ee-4b177d40bf2c} event:/char/enemy/swine_prince_obliterate_marked_one_miss
{59111f8c-91d9-4126-b115-a10fc0bdaea8} event:/char/enemy/swine_prince_obliterate_marked_two
{e62543a0-ce56-4c69-bff8-94c1fe7947f8} event:/char/enemy/swine_prince_obliterate_marked_two_miss
{0b94c147-c537-40a6-a1c0-3aa14dc23366} event:/char/enemy/swine_prince_vo_aggro
{650c0884-b8a4-4b11-8211-4eed2f6cd6eb} event:/char/enemy/swine_prince_vo_crit
{f6dcdc8a-90e0-4359-bd9b-0311603055a8} event:/char/enemy/swine_prince_vo_death
{7441595c-7a2d-4ce6-a25d-1c288153b630} event:/char/enemy/swine_prince_vo_hurt
{5fd60c8e-deee-4910-a3dd-c000d6fca875} event:/char/enemy/swine_reaver_ball_and_chain
{c5f774a5-b515-4765-80f1-e59231b18a26} event:/char/enemy/swine_reaver_ball_and_chain_miss
{8f0093b4-1b53-4ae8-a388-872cd7d66d2f} event:/char/enemy/swine_reaver_butcher_cut
{abe18f87-273b-4ce1-834f-06d39581cdb8} event:/char/enemy/swine_reaver_butcher_cut_miss
{c5a5a394-269c-4e40-9d04-cfde790ddc00} event:/char/enemy/swine_reaver_move
{e35bb41c-a094-4215-a2b3-d9359912ba27} event:/char/enemy/swine_reaver_vo_aggro
{b515ec5c-83db-4f6f-8a2e-ddbe162b27f7} event:/char/enemy/swine_reaver_vo_crit
{543cc6d3-6e91-4a4a-a729-b5964e47443c} event:/char/enemy/swine_reaver_vo_death
{7641730e-c31d-4654-88c1-c3f52311ec72} event:/char/enemy/swine_reaver_vo_hurt
{f09b19fe-f314-487d-9547-36b1e2cc683e} event:/char/enemy/swine_skiver_cripple_them
{64a07b08-1a81-4367-aa1a-80fb2424e69f} event:/char/enemy/swine_skiver_cripple_them_miss
{ebd3dee1-81a3-4350-b502-dc6e1cabf972} event:/char/enemy/swine_skiver_goring_flight
{d8f19212-2357-4c3b-8cd3-6df110e4240c} event:/char/enemy/swine_skiver_goring_flight_miss
{51c520c2-6bf0-4894-8d35-508cf4f082e3} event:/char/enemy/swine_skiver_move
{3c364e05-c8f0-4340-9b0d-2def198ef311} event:/char/enemy/swine_skiver_spit_to_roast
{40906999-bceb-4771-89c4-295ebe710725} event:/char/enemy/swine_skiver_spit_to_roast_miss
{2e3dbd99-16be-4333-9976-1492b2274af6} event:/char/enemy/swine_skiver_vo_aggro
{cd211dbf-51a3-4009-9287-edc0125a1da7} event:/char/enemy/swine_skiver_vo_crit
{6d292274-6689-495c-bcd5-f489b50638dd} event:/char/enemy/swine_skiver_vo_death
{c4453713-d55f-4e48-af45-081cf0e38513} event:/char/enemy/swine_skiver_vo_hurt
{5fac1edf-dadf-4764-989c-b590af31c359} event:/char/enemy/swine_slasher_hook_where_it_hurts
{987497be-90c9-40a3-9cf4-aa5b5996e091} event:/char/enemy/swine_slasher_hook_where_it_hurts_miss
{696fbbc3-8c96-4e60-82be-b15e8975054c} event:/char/enemy/swine_slasher_move
{bdeef120-e7b2-4574-8523-fa1b3c4f63f9} event:/char/enemy/swine_slasher_vo_aggro
{1e1e4821-dc62-4bcf-a8e7-133c7c098f8f} event:/char/enemy/swine_slasher_vo_crit
{75c6d4c6-e7e1-42f0-bc00-8428baa0adea} event:/char/enemy/swine_slasher_vo_death
{20a896eb-beab-408e-83c0-3734517b5a3d} event:/char/enemy/swine_slasher_vo_hurt
{f0636431-61cd-4884-94c6-55bcb3a73394} event:/char/enemy/swine_wretch_vo_aggro
{11fb8ab0-ab3b-46dd-8450-3dba1b9d024d} event:/char/enemy/swine_wretch_vo_crit
{d1bfb3ea-7bd9-4d78-94b5-6f2350759760} event:/char/enemy/swine_wretch_vo_death
{6a1ab97c-2d57-496e-864d-990c377646cf} event:/char/enemy/swine_wretch_vo_hurt
{3f29e2bc-40e4-4b9c-a858-94b48ef4dc08} event:/char/enemy/swine_wretch_vomit
{3039cb3c-f1cc-497e-8a3f-a4ad825eb80a} event:/char/enemy/swine_wretch_vomit_miss
{e7b927fb-3345-4608-82f0-9b7610166e12} event:/char/enemy/swinetaur_backhand
{0153f3b6-ebb7-441e-afa1-53efcebd3e7f} event:/char/enemy/swinetaur_backhand_miss
{8705975c-1c1f-4958-a108-bf196fd797ea} event:/char/enemy/swinetaur_bull_rush
{31d0d2ae-2418-4331-908d-b7ee78262453} event:/char/enemy/swinetaur_bull_rush_miss
{5494f1a6-1941-4876-a814-19b2b5108318} event:/char/enemy/swinetaur_move
{920947be-a324-441c-8baa-d5fb3ffa6c2f} event:/char/enemy/swinetaur_pig_spear
{aec37c63-1b80-4040-a3dc-d787efdfa741} event:/char/enemy/swinetaur_pig_spear_miss
{7cad5654-9136-40da-a275-8eebffba2ca1} event:/char/enemy/swinetaur_trot_retreat
{559d3f63-a4c3-487c-bb7c-8256cc2e5076} event:/char/enemy/swinetaur_trot_retreat_miss
{5ad4a545-6924-4d81-901d-3942c6464884} event:/char/enemy/swinetaur_vo_aggro
{654a1ed0-3951-462d-86ce-224862d27719} event:/char/enemy/swinetaur_vo_crit
{0c5ec861-af52-49a5-89e2-fe0cdf147509} event:/char/enemy/swinetaur_vo_death
{51956278-8cfd-4e9f-bf24-9488d87671b8} event:/char/enemy/swinetaur_vo_hurt
{694d913e-93d4-45a5-888b-fa57b0ff7eba} event:/char/enemy/templar_melee_darkest_eye
{89ae749d-1d97-4c63-a5ee-76b6d3814716} event:/char/enemy/templar_melee_darkest_eye_miss
{9d5ca884-3239-4052-b37b-309838d4bb9b} event:/char/enemy/templar_melee_mb_darkest_eye
{def8fd64-b1f6-4a93-b832-e2b757965fa1} event:/char/enemy/templar_melee_mb_darkest_eye_miss
{443ae6b6-02d3-4ec9-be7b-8f10ed806adb} event:/char/enemy/templar_melee_mb_move
{fc4c6995-27e5-49dd-9003-1334b60a1d85} event:/char/enemy/templar_melee_mb_templar_pinch
{a4ef420c-1413-43c4-a986-76c733caea45} event:/char/enemy/templar_melee_mb_templar_pinch_miss
{25b9153c-65c8-41ac-916c-1cba3e9276f4} event:/char/enemy/templar_melee_mb_templar_slam
{8402cf1f-57a5-4108-9a6a-e2fbbb395b83} event:/char/enemy/templar_melee_mb_templar_slam_miss
{355b6642-97d1-45e5-9b9c-acae621a5182} event:/char/enemy/templar_melee_mb_templar_sting
{d1e20697-9766-49e7-b216-c4e87819d458} event:/char/enemy/templar_melee_mb_templar_sting_miss
{508271df-6f51-4226-8be2-82c81fae3566} event:/char/enemy/templar_melee_mb_vo_aggro
{39fd4329-fc8e-412a-ac3b-c8fa5ae2d5e3} event:/char/enemy/templar_melee_mb_vo_crit
{f80c8497-1998-45c9-bfa9-e56331a347b9} event:/char/enemy/templar_melee_mb_vo_death
{e608ce9a-fae2-4e17-8cc9-6e660989d4b8} event:/char/enemy/templar_melee_mb_vo_hurt
{f483f281-ecaa-4e4e-a6d9-ec8cdce6280b} event:/char/enemy/templar_melee_move
{dd51abd9-6195-4316-bba1-c191a42d5a79} event:/char/enemy/templar_melee_templar_pinch
{34480356-59b4-424c-9f4b-b2418e19cf1f} event:/char/enemy/templar_melee_templar_pinch_miss
{115c9d0b-b729-4a6d-8ec3-367238251754} event:/char/enemy/templar_melee_templar_slam
{6d647622-4a33-46fd-88c0-7272e6fef4c4} event:/char/enemy/templar_melee_templar_slam_miss
{93c35a57-bbeb-4e4c-937a-1c1dd893fb68} event:/char/enemy/templar_melee_templar_sting
{f0cf5e99-c4fd-4666-8f9c-5d3e3a16f5ef} event:/char/enemy/templar_melee_templar_sting_miss
{fdccc7d3-e859-4981-b960-3e5e40e7c44e} event:/char/enemy/templar_melee_vo_aggro
{de78eb7e-ba20-4cd1-be7f-2cd588b86c1b} event:/char/enemy/templar_melee_vo_crit
{3b97a4a2-93c1-41cb-818f-4bb09b5a10d4} event:/char/enemy/templar_melee_vo_death
{189e5f60-ddf5-482a-8238-f966000b9849} event:/char/enemy/templar_melee_vo_hurt
{b5fd8cd5-d0c5-4d51-8cfd-3a20f7903347} event:/char/enemy/templar_ranged_darkest_eye
{8f0c7476-9791-440a-84c7-766b0937a7fe} event:/char/enemy/templar_ranged_darkest_eye_miss
{16c9f4a3-2117-4710-8db9-67bc3d714860} event:/char/enemy/templar_ranged_mb_darkest_eye
{7ae93aaf-a04b-43d7-8e43-bef3001f7f05} event:/char/enemy/templar_ranged_mb_darkest_eye_miss
{874b7498-01bd-4e14-8158-be60a8476610} event:/char/enemy/templar_ranged_mb_move
{bfdb9b5d-ecfc-458b-aee6-6669f7d5fde4} event:/char/enemy/templar_ranged_mb_templar_aoe
{28e868ee-98df-408a-af96-2f4e82a4bac2} event:/char/enemy/templar_ranged_mb_templar_aoe_miss
{b621a7c9-49d2-46af-8264-ef335b234106} event:/char/enemy/templar_ranged_mb_templar_pinch
{c523a926-26aa-4f5d-a3e1-7f8ddcec7cc4} event:/char/enemy/templar_ranged_mb_templar_pinch_miss
{1dff9324-6159-4019-a147-358c0d49f2d9} event:/char/enemy/templar_ranged_mb_templar_snipe
{f1c6b127-2ef7-432e-9c16-4a6154e48aa6} event:/char/enemy/templar_ranged_mb_templar_snipe_miss
{5b5d71b3-9b17-4acb-925e-6e7ce937631a} event:/char/enemy/templar_ranged_mb_vo_aggro
{298ce405-040f-4005-a0a2-994bf216235e} event:/char/enemy/templar_ranged_mb_vo_crit
{63d7bd1f-ee54-4043-852b-2023b458e2f0} event:/char/enemy/templar_ranged_mb_vo_death
{ae9a8a35-296f-419b-bd02-4609b59ce6e1} event:/char/enemy/templar_ranged_mb_vo_hurt
{4db86e40-7fd6-4481-9c42-95c25d6907d0} event:/char/enemy/templar_ranged_move
{8b75589b-1d26-4a6c-a71d-786cd014cd96} event:/char/enemy/templar_ranged_templar_aoe
{3e424cb0-fdcd-4c69-9620-587da4c8d2ac} event:/char/enemy/templar_ranged_templar_aoe_miss
{03b9c115-eb74-4f8a-bec5-7ee516a2482d} event:/char/enemy/templar_ranged_templar_pinch
{c0714f51-36cc-48f1-9174-1849809d099c} event:/char/enemy/templar_ranged_templar_pinch_miss
{3feb0999-d427-47e5-ba16-8f1b5eff55ce} event:/char/enemy/templar_ranged_templar_snipe
{ab1d7eb6-d306-43e5-b1bc-cd1712110b6a} event:/char/enemy/templar_ranged_templar_snipe_miss
{9b0c42d3-8d24-427b-941f-16686daa4052} event:/char/enemy/templar_ranged_vo_aggro
{432a112a-1816-422a-a0e3-14434ac027aa} event:/char/enemy/templar_ranged_vo_crit
{a368f163-15f0-4f63-8d51-84eae6bdf6f8} event:/char/enemy/templar_ranged_vo_death
{088ef760-fe56-417d-a9da-e8f8f442ee95} event:/char/enemy/templar_ranged_vo_hurt
{1df62586-c0d1-4f1f-b163-326737965a1d} event:/char/enemy/totem_attack_move
{79d93fb2-52a3-43e1-981d-067729c4162e} event:/char/enemy/totem_attack_totem_maul
{ab436516-683e-4b2a-b427-890b3c3b74d8} event:/char/enemy/totem_attack_totem_maul_miss
{7bca2786-c72b-4123-96f5-f2fdd1b850da} event:/char/enemy/totem_attack_totem_stun
{7f5a358a-74a9-43aa-b320-aa7a4eea1529} event:/char/enemy/totem_attack_totem_stun_miss
{ff5f7d6c-6449-4cb1-a81b-66e7670d0e0d} event:/char/enemy/totem_attack_vo_aggro
{1167a2db-6580-4289-bbf7-41902278ecce} event:/char/enemy/totem_attack_vo_crit
{fc418233-59c1-42c2-984e-e83c75dfa5b3} event:/char/enemy/totem_attack_vo_death
{990ca3c7-55a4-4b72-aec8-3ab2db614707} event:/char/enemy/totem_attack_vo_hurt
{61f3077a-1980-46cc-bcad-3d9f03aca959} event:/char/enemy/totem_guard_move
{e24580f8-3560-40d3-938f-27d53d8f550c} event:/char/enemy/totem_guard_totem_bolster
{784d0bc0-bd4e-4836-93dd-67b3c5d8f2fd} event:/char/enemy/totem_guard_totem_guard
{8564f558-9beb-4110-9bab-c044c75a76b5} event:/char/enemy/totem_guard_totem_heal
{c60a1dc6-c6d3-49c5-9424-d07cd80cfdff} event:/char/enemy/totem_guard_totem_stressblast
{b97a68ba-8d62-4ade-94fa-052c0a118b4e} event:/char/enemy/totem_guard_totem_stressblast_miss
{d13a908c-d09e-4634-82cf-bd90c83c2444} event:/char/enemy/totem_guard_vo_aggro
{5c9cd62e-b47c-492d-8aab-f3818d6066bb} event:/char/enemy/totem_guard_vo_crit
{a4dfd0ea-735a-45c6-8bca-3573e9bb9f52} event:/char/enemy/totem_guard_vo_death
{d22fd3da-5264-4ca4-aa89-f28e83c9896a} event:/char/enemy/totem_guard_vo_hurt
{5a904095-fb88-4663-8a1c-565dba5470f1} event:/char/enemy/unclean_giant_club_smack
{a2480284-6599-42d2-ab4d-4b170987c0c0} event:/char/enemy/unclean_giant_club_smack_miss
{84b45f39-21d1-45b8-82a8-22e4fbb45f77} event:/char/enemy/unclean_giant_confusion_spores
{309cd387-4ad8-4c6d-a2a3-918a99b9dcda} event:/char/enemy/unclean_giant_confusion_spores_miss
{42130481-bf7d-407c-beca-d10476d8bdb8} event:/char/enemy/unclean_giant_move
{353415a1-71f2-4056-b64b-8c83f71750fc} event:/char/enemy/unclean_giant_poison_spores
{e2c048a0-85f7-4e8c-a46d-73132cdfbcca} event:/char/enemy/unclean_giant_poison_spores_miss
{bdca9de1-562b-415a-92a4-289ad119ade1} event:/char/enemy/unclean_giant_vo_aggro
{5b50179c-f1b6-4955-9437-cfec2448ef4f} event:/char/enemy/unclean_giant_vo_crit
{f0b8f9d9-e333-4126-a054-0ce1cb270da1} event:/char/enemy/unclean_giant_vo_death
{bb1a9d16-fc5a-4661-b68e-45d18729ec76} event:/char/enemy/unclean_giant_vo_hurt
{5b266bb9-4be6-476e-a33e-f436cc878d86} event:/char/enemy/virago_hateful_from_death_comes_life
{b136496c-8053-4e28-ade9-768554e696c0} event:/char/enemy/virago_hateful_move
{43e7995d-a0a6-4dcb-8a8c-fb84bb60cd36} event:/char/enemy/virago_hateful_putrefying_breath
{8f64f907-60d8-41a8-a84d-b16f6eb68959} event:/char/enemy/virago_hateful_putrefying_breath_miss
{35601bd9-a52a-4f86-962e-d00ada01db45} event:/char/enemy/virago_hateful_ruinous_hex
{468ab445-d25c-4969-baff-8dd82dbe6e54} event:/char/enemy/virago_hateful_ruinous_hex_miss
{4128ee20-24c2-4abb-aeeb-5ff19380ccde} event:/char/enemy/virago_hateful_vo_aggro
{47cfa500-21fa-48d0-a504-06e8e53e8a8b} event:/char/enemy/virago_hateful_vo_crit
{527c78e5-52f0-41a1-b5b0-830446a8b2b8} event:/char/enemy/virago_hateful_vo_death
{d2313184-b281-4dd7-be64-3671c14f6231} event:/char/enemy/virago_hateful_vo_hurt
{6baf583a-4464-4dc9-81b9-e22b4b6d76bd} event:/char/enemy/virago_shroom_appear
{c7ce5432-6f1f-45a9-bb41-ebc693efe705} event:/char/enemy/virago_shroom_sporic_miasma
{c969fca3-b07e-40bd-b11c-17fe9a53c6c9} event:/char/enemy/virago_shroom_vo_aggro
{453f56df-74a0-4904-a3ef-5a5e80f968fd} event:/char/enemy/virago_shroom_vo_hurt
{1e2b4da4-834c-4f3b-af8c-061fb73b6a0b} event:/char/enemy/_shared/formless_shared_mutate
{2df49505-e24a-429b-941a-e1fee51eab07} event:/char/enemy/_shared/formless_shared_vo_aggro
{67b5cce7-7f93-4d6b-8b6c-8bce30d68184} event:/char/enemy/_shared/formless_shared_vo_crit
{46fda552-4757-47be-b4d6-a22c8c3428b2} event:/char/enemy/_shared/formless_shared_vo_death
{4a51dfde-8d20-47e5-948c-1faeae1170e2} event:/char/enemy/_shared/formless_shared_vo_hurt
{32a61cf9-c523-4e04-909e-f0e31e641087} event:/char/enemy/_shared/shared_move
{657ffd69-61bf-49f1-b527-d4fe116c9d46} event:/general/char/act_out_affliction
{3d8bec22-d484-4897-917e-d7dae1c87c0b} event:/general/char/act_out_virtue
{0508c252-fe19-4701-9787-ac7c32fc4aad} event:/general/char/ally_turn
{35a648fc-794e-4885-ac55-92b90d2515e2} event:/general/char/crit_enemy
{17ca78ac-4f0b-40ec-b69d-a9631cfc1a23} event:/general/char/crit_hero
{828cdb5e-95f4-48f3-94a5-0a49b90e7662} event:/general/char/death_ally
{c686ddfb-cc27-482e-9c99-418fb4a1875f} event:/general/char/death_enemy
{d9805f1a-abe9-4c92-93e2-65e8cb7e4daf} event:/general/char/disease
{391e45dd-c398-4cb8-8388-ec027904cacf} event:/general/char/enemy_move_name
{745cf9a8-f234-44e9-84eb-31d3bcbfe89a} event:/general/char/enemy_turn
{a99ab721-29e5-4068-8793-11a94e0fdc70} event:/general/char/heart_attack
{3f546f56-3d01-4426-b993-191e667fba69} event:/general/char/marked_hit
{d31f8ecc-f8ec-4642-90b8-1f2bfcc8710b} event:/general/char/miss
{bada3e0b-b742-4ec9-8792-35c501a33062} event:/general/char/on_death_swap
{a7130440-8a01-4a77-89eb-c3193dd742c1} event:/general/char/pass
{7bc70063-e032-45e7-b809-22a050716ee1} event:/general/char/quirk_neg
{9afac5b0-90af-49be-92e6-605307a82d9d} event:/general/char/quirk_pos
{dd62b372-a2bf-4e92-9786-815b833033a0} event:/general/char/resolve_afflict
{83a0452f-a711-4ece-8cbc-56c5162cc344} event:/general/char/resolve_test
{188316ec-d952-483c-96f0-cb07df819b89} event:/general/char/resolve_virtue
{96a3908a-d37e-4811-9bca-d57f15763daf} event:/general/char/summon_enemy
{23956152-97df-4296-8151-6c311ef341a3} event:/general/combat/ambush
{41882872-24ea-4d2c-b0d8-1b6cfcd8805d} event:/general/combat/deaths_door
{e347dd80-5e9b-4ce5-b906-42017db5e0e5} event:/general/combat/retreat
{0210eb83-f3c3-4109-95bc-1a562f6a21ff} event:/general/combat/retreat_fail
{fce84010-98e2-42f0-9b56-ec4db83b868b} event:/general/combat/round
{0c00b071-a462-4749-a0f8-a4bef02bde88} event:/general/combat/start
{b137c338-9718-430d-b010-4abcd8db53f0} event:/general/combat/stat_screen
{ba794db4-005d-4ec7-b555-6eadd0cf3f1a} event:/general/combat/victory
{6fae027d-f33d-4826-96c8-abb24cd091e7} event:/general/items/antivenom
{937fac74-1091-463a-b0d5-3afe0518701b} event:/general/items/bandage
{771989d6-fba3-45e1-83b4-abac4f0389dd} event:/general/items/discard
{24b8c275-d244-4e03-9cc2-321b17483596} event:/general/items/dog_treats
{96d8e857-7083-4feb-a16a-577bedc24b02} event:/general/items/commonfruitpoisoned
{1967a20a-1b04-4fe4-9b2f-8eeac0d711ac} event:/general/items/eldertreeseed
{b249c8ea-1543-43bd-85fc-78a9983938de} event:/general/items/Estus
{ec3cfb2c-eaa4-4a88-a0f7-07bfef57de12} event:/general/items/firebomb
{2576b4d7-33e6-4e1c-b34d-3a18af9f7cf0} event:/general/items/firefly
{677665fa-a1c8-4187-8d91-b133d7068dd2} event:/general/items/fireresin
{da28fb5c-17b7-4dff-a810-e50bf20c0601} event:/general/items/greenblossom
{4abcda85-19dc-4fb3-b714-d7652b5cf444} event:/general/items/mapstone
{ea9c256b-8dac-4dda-ac79-fd6306ec1bf0} event:/general/items/mossclumps
{aba9608d-82fb-4113-93cc-1b840d119529} event:/general/items/pileofrot
{343a8d5b-ed03-4019-98ad-3a4ac53497b8} event:/general/items/prism
{916bc36a-e60d-4d6d-a04d-f9dea3b3630b} event:/general/items/razorgras
{f835aad0-d05a-439a-87bf-24d9bb9122cd} event:/general/items/root
{adf948d6-36a9-4e87-805c-3071de07f0e3} event:/general/items/tangleweed
{215a9e7a-f161-44ba-8901-ebbae2c02ed1} event:/general/items/whitetreebranch
{d7fff5e2-0f93-437f-8996-35ac6129843a} event:/general/items/shamandrum
{884dc526-36b6-4e7e-b6cc-0d9b6caa233d} event:/general/items/crunchychewing
{6eb2c609-8172-4dc8-a32a-77bba4ce78af} event:/general/items/cleansingcoral
{29c20376-feaf-460f-8f5f-e512d977dcc4} event:/general/items/commonfruithealthy
{89ab3aac-67c3-4d17-976c-bd5fe34b1ebf} event:/general/items/holy_water
{94465f68-8b85-4b60-a5ee-592869ba52c6} event:/general/items/medicinal_herbs
{4c34cc3b-d535-4dbe-a13a-cf6f696eb371} event:/general/items/torch
{fae46e9b-44a1-4e3a-958f-015e5731f20d} event:/general/map/ancestor_ghost_fade_out
{52fb26c8-624c-4596-bf81-061b5d320194} event:/general/map/camp_end
{9e4a0abb-5329-498f-8b76-8dbdd754b883} event:/general/map/camp_start
{be63f01d-847f-4cda-a6d2-1cf7f6824330} event:/general/map/door_close_cove
{c34622d5-5778-494e-8ca9-789ae577f438} event:/general/map/door_close_crypts
{34ad1a81-814c-4149-8360-4b0f35cd546b} event:/general/map/door_close_plot_darkest_dungeon_1
{c564714d-9cad-4278-a4f9-10cf195c030b} event:/general/map/door_close_plot_darkest_dungeon_2
{cbfb212c-acf3-4d29-93f1-4c026bf256c4} event:/general/map/door_close_plot_darkest_dungeon_3
{eb57f63a-3698-4c14-8353-cdd30065f66d} event:/general/map/door_close_plot_darkest_dungeon_4
{327aec16-7efb-45b2-add1-df1978a11ac9} event:/general/map/door_close_town
{a1b669d4-5a7f-4fc4-822d-8b8c1c63ba02} event:/general/map/door_close_warrens
{c276c8b7-472d-482f-95b5-24ae8488fc3b} event:/general/map/door_close_weald
{63667e8f-2f73-4544-ae82-9b3a7436bb97} event:/general/map/door_open_cove
{ddee82ef-b8fc-4e02-ad4b-7d2367344a42} event:/general/map/door_open_crypts
{b9f67446-5f74-4c2e-ae93-dfe8e5d4f2ce} event:/general/map/door_open_plot_darkest_dungeon_1
{4202b0d2-0f10-4f34-a832-c02f36e9ce5b} event:/general/map/door_open_plot_darkest_dungeon_2
{834a3046-d1b6-4b36-b3b7-7bce0412e942} event:/general/map/door_open_plot_darkest_dungeon_3
{e46a0ae9-d2fd-4275-b336-3a49f671bd70} event:/general/map/door_open_plot_darkest_dungeon_4
{fb3c5faf-adbd-45ce-80fd-ff8f301b5166} event:/general/map/door_open_town
{6bd9c95a-353b-482f-b91d-e22339d48c41} event:/general/map/door_open_warrens
{e7085e6b-3da4-4942-a726-699c0a29dcb5} event:/general/map/door_open_weald
{f9ff058f-ac96-423f-b4b0-9d55f1d4dd0e} event:/general/map/exit_dungeon
{de147d6d-c6b1-4441-ac46-a75f24622c68} event:/general/map/exit_fight
{9ff81f1f-bca2-4800-a8e2-47e22ac2a0ff} event:/general/map/room_transition
{5d507a32-9042-4cc1-b556-50449a9ada17} event:/general/map/scout_hallway
{844ef8e1-8dab-49c5-af73-995c47f35d31} event:/general/map/scout_room
{30525924-fe42-4eb8-8d7f-ed13da2c3e3c} event:/general/map/scout_secret
{e265652d-075f-41b2-8aae-ba59f8070258} event:/general/map/scout_start
{957e8523-877a-4d36-b6da-5ea89039ceef} event:/general/map/torch_out
{ef890c09-8bf5-430f-95bf-77e34a917ba8} event:/general/party/combat_move
{d8ed7ab8-cd0d-495d-a257-052ccbf3ceb7} event:/general/party/eat
{f703c33e-378e-42a3-88f8-4f89492c60c4} event:/general/party/hero_step
{7b083d1b-6dbd-4513-b1da-338193d5a9f0} event:/general/party/hero_step_backup
{8b30c580-fb0d-419c-b496-f0240bcc9cb3} event:/general/party/quest_goal_complete
{fb8034aa-565f-42c9-bde0-c000bde70101} event:/general/party/foot_assets_heroes/(armor)
{9559abe9-f7c7-4503-97cb-84f1163d53d4} event:/general/party/foot_assets_heroes/(cloth)
{9647303a-d0cb-410b-8cb3-f6f28bb0acb2} event:/general/party/foot_assets_heroes/abomination
{a194aec1-94a2-4968-95f6-5a4253649a96} event:/general/party/foot_assets_heroes/arbalest
{4f64dce9-eac5-4c65-bdfc-859504e31799} event:/general/party/foot_assets_heroes/bounty_hunter
{0043a706-da76-4ecd-8d4b-6f589e32a5bf} event:/general/party/foot_assets_heroes/crusader
{2cc22ea8-0a9c-4625-a894-abb725bbbc0d} event:/general/party/foot_assets_heroes/grave_robber
{1292e579-cab5-4af5-bc80-5bd8892f7c27} event:/general/party/foot_assets_heroes/hellion
{66353673-87d5-4cd0-961e-454c8b9d040e} event:/general/party/foot_assets_heroes/highwayman
{8fb30230-fcf5-4730-93d9-9cfc15b949f4} event:/general/party/foot_assets_heroes/houndmaster
{d23d04c0-1f00-4590-9af9-97811fab1435} event:/general/party/foot_assets_heroes/jester
{5849c872-0169-4dea-99d8-96f6345bef9f} event:/general/party/foot_assets_heroes/leper
{c905eaa3-0f33-411f-b1e9-822a798fe138} event:/general/party/foot_assets_heroes/man_at_arms
{1dd84ecb-355f-40f5-a240-506c44617f4f} event:/general/party/foot_assets_heroes/occultist
{f7781b3b-b576-4589-bf15-aa799f4f0d72} event:/general/party/foot_assets_heroes/plague_doctor
{21eb3d98-0b99-4087-aea1-ca04d8d87881} event:/general/party/foot_assets_heroes/vestal
{5dd8739a-2edd-4cd5-8fd5-907efac873ac} event:/general/party/foot_assets_surfaces/dirt
{af90a81b-27c2-4f84-b8ad-96490e1b0d77} event:/general/party/foot_assets_surfaces/flesh
{c4b4cb3e-7ced-4859-a939-af78378ea4cc} event:/general/party/foot_assets_surfaces/grass
{ec92f2ac-345e-43d0-b4f0-1145268951da} event:/general/party/foot_assets_surfaces/main_hub
{4f12bfba-2450-4b06-b31e-670332fcd6e4} event:/general/party/foot_assets_surfaces/main_hub_dd
{6e416f6a-6f5d-4e1d-b946-b2c2b9a722e5} event:/general/party/foot_assets_surfaces/mud
{981c5ef5-96f5-40c1-8b78-1700b32005b8} event:/general/party/foot_assets_surfaces/stone
{fd63c8c0-8dc7-4866-aa52-b88a1f9d579b} event:/general/party/foot_assets_surfaces/wet
{63e683c2-a2be-4a67-a2d1-a1d3b9621d3a} event:/general/raid_screen/fail
{cfc6fe3c-e8d2-444d-8c3a-6e2ef1097cdc} event:/general/raid_screen/heirloom_add
{836c3d18-2054-4710-83cd-4e423c8fd85c} event:/general/raid_screen/hero_click
{934c2208-74f1-463b-b313-c97fb1e08b7f} event:/general/raid_screen/mask_flash
{6dbd074d-a7f7-4121-b991-94464dc6532e} event:/general/raid_screen/quirk_click
{39a61057-6a7e-4a56-96b1-56194d3fead6} event:/general/raid_screen/resolve_in
{097d3a5c-e625-4931-b94a-69b36626f46d} event:/general/raid_screen/success
{6648a330-2ca3-4902-a96c-659c150b26d3} event:/general/raid_screen/town_click
{e9d99d65-c199-4d10-8707-5c5b709b47aa} event:/general/raid_screen/treasure_add
{679ee992-fd7d-4720-95a9-4349bff97c98} event:/general/status/bleed_dot
{c304c694-3b28-4fb9-b828-85b4a256bd9d} event:/general/status/bleed_onset
{75859326-b031-413c-b5de-20676dc02fca} event:/general/status/buff
{3bdcafb7-d828-4697-a501-4ca9c7308f3e} event:/general/status/cured
{94464aeb-885b-4f9b-a9e0-b3ea46442f74} event:/general/status/debuff
{02601e34-ef66-4f4c-be8e-56be4a74fb69} event:/general/status/guard
{d3b3ebc5-f718-49c6-b5ad-19dd1f4ffde5} event:/general/status/guard_failed
{2581dc04-4d86-4a34-9ca4-ade0759aa2b7} event:/general/status/heal_ally
{c1eb28e9-cdfe-4478-ac52-9b8319aac806} event:/general/status/heal_ally_crit
{8885c151-bfe4-4b97-9d84-fc2647fd80d8} event:/general/status/heal_enemy
